         time tiltx_up_s... 
------------- ------------- 
 3.579261e-04  2.990833e-02 
 7.556217e-04  2.990833e-02 
 1.153317e-03  2.990833e-02 
 1.551013e-03  2.990833e-02 
 1.948709e-03  2.990833e-02 
 2.346404e-03  2.990833e-02 
 2.744100e-03  2.990833e-02 
 3.141795e-03  2.990833e-02 
 3.539491e-03  2.990833e-02 
 3.937187e-03  2.990833e-02 
 4.334882e-03  2.990833e-02 
 4.732578e-03  2.990833e-02 
 5.130274e-03  2.990833e-02 
 5.527969e-03  2.990833e-02 
 5.925665e-03  2.990833e-02 
 6.323360e-03  2.990833e-02 
 6.721056e-03  2.990833e-02 
 7.118752e-03  2.990833e-02 
 7.516447e-03  2.990833e-02 
 7.914143e-03  2.990833e-02 
 8.311839e-03  2.990833e-02 
 8.709534e-03  2.990833e-02 
 9.107230e-03  2.990833e-02 
 9.504926e-03  2.990833e-02 
 9.902621e-03  2.990833e-02 
 1.030032e-02  2.990833e-02 
 1.069801e-02  2.990833e-02 
 1.109571e-02  2.990833e-02 
 1.149340e-02  2.990833e-02 
 1.189110e-02  2.990833e-02 
 1.228879e-02  2.990833e-02 
 1.268649e-02  2.990833e-02 
 1.308419e-02  2.990833e-02 
 1.348188e-02  2.990833e-02 
 1.387958e-02  2.990833e-02 
 1.427727e-02  2.990833e-02 
 1.467497e-02  2.990833e-02 
 1.507266e-02  2.990833e-02 
 1.547036e-02  2.990833e-02 
 1.586806e-02  2.990833e-02 
 1.626575e-02  2.990833e-02 
 1.666345e-02  2.990833e-02 
 1.706114e-02  2.990833e-02 
 1.745884e-02  2.990833e-02 
 1.785653e-02  2.990833e-02 
 1.825423e-02  2.990833e-02 
 1.865192e-02  2.990833e-02 
 1.904962e-02  2.990833e-02 
 1.944732e-02  2.990833e-02 
 1.984501e-02  2.990833e-02 
 2.024271e-02  2.990833e-02 
 2.064040e-02  2.990833e-02 
 2.103810e-02  2.990833e-02 
 2.143579e-02  2.990833e-02 
 2.183349e-02  2.990833e-02 
 2.223119e-02  2.990833e-02 
 2.262888e-02  2.990833e-02 
 2.302658e-02  2.990833e-02 
 2.342427e-02  2.990833e-02 
 2.382197e-02  2.990833e-02 
 2.421966e-02  2.990833e-02 
 2.461736e-02  2.990833e-02 
 2.501505e-02  2.990833e-02 
 2.541275e-02  2.990833e-02 
 2.581045e-02  2.990833e-02 
 2.620814e-02  2.990833e-02 
 2.660584e-02  2.990833e-02 
 2.700353e-02  2.990833e-02 
 2.740123e-02  2.990833e-02 
 2.779892e-02  2.990833e-02 
 2.819662e-02  2.990833e-02 
 2.859432e-02  2.990833e-02 
 2.899201e-02  2.990833e-02 
 2.938971e-02  2.990833e-02 
 2.978740e-02  2.990833e-02 
 3.018510e-02  2.990833e-02 
 3.058279e-02  2.990833e-02 
 3.098049e-02  2.990833e-02 
 3.137819e-02  2.990833e-02 
 3.177588e-02  2.990833e-02 
 3.217358e-02  2.990833e-02 
 3.257127e-02  2.990833e-02 
 3.296897e-02  2.990833e-02 
 3.336666e-02  2.990833e-02 
 3.376436e-02  2.990833e-02 
 3.416205e-02  2.990833e-02 
 3.455975e-02  2.990833e-02 
 3.495745e-02  2.990833e-02 
 3.535514e-02  2.990833e-02 
 3.575284e-02  2.990833e-02 
 3.615053e-02  2.990833e-02 
 3.654823e-02  2.990833e-02 
 3.694592e-02  2.990833e-02 
 3.734362e-02  2.990833e-02 
 3.774132e-02  2.990833e-02 
 3.813901e-02  2.990833e-02 
 3.853671e-02  2.990833e-02 
 3.893440e-02  2.990833e-02 
 3.933210e-02  2.990833e-02 
 3.972979e-02  2.990833e-02 
 4.012749e-02  2.990833e-02 
 4.052518e-02  2.990833e-02 
 4.092288e-02  2.990833e-02 
 4.132058e-02  2.990833e-02 
 4.171827e-02  2.990833e-02 
 4.211597e-02  2.990833e-02 
 4.251366e-02  2.990833e-02 
 4.291136e-02  2.990833e-02 
 4.330905e-02  2.990833e-02 
 4.370675e-02  2.990833e-02 
 4.410445e-02  2.990833e-02 
 4.450214e-02  2.990833e-02 
 4.489984e-02  2.990833e-02 
 4.529753e-02  2.990833e-02 
 4.569523e-02  2.990833e-02 
 4.609292e-02  2.990833e-02 
 4.649062e-02  2.990833e-02 
 4.688831e-02  2.990833e-02 
 4.728601e-02  2.990833e-02 
 4.768371e-02  2.990833e-02 
 4.808140e-02  2.990833e-02 
 4.847910e-02  2.990833e-02 
 4.887679e-02  2.990833e-02 
 4.927449e-02  2.990833e-02 
 4.967218e-02  2.990833e-02 
 5.006988e-02  2.990833e-02 
 5.046758e-02  2.990833e-02 
 5.086527e-02  2.990833e-02 
 5.126297e-02  2.990833e-02 
 5.166066e-02  2.990833e-02 
 5.205836e-02  2.990833e-02 
 5.245605e-02  2.990833e-02 
 5.285375e-02  2.990833e-02 
 5.325144e-02  2.990833e-02 
 5.364914e-02  2.990833e-02 
 5.404684e-02  2.990833e-02 
 5.444453e-02  2.990833e-02 
 5.484223e-02  2.990833e-02 
 5.523992e-02  2.990833e-02 
 5.563762e-02  2.990833e-02 
 5.603531e-02  2.990833e-02 
 5.643301e-02  2.990833e-02 
 5.683071e-02  2.990833e-02 
 5.722840e-02  2.990833e-02 
 5.762610e-02  2.990833e-02 
 5.802379e-02  2.990833e-02 
 5.842149e-02  2.990833e-02 
 5.881918e-02  2.990833e-02 
 5.921688e-02  2.990833e-02 
 5.961457e-02  2.990833e-02 
 6.001227e-02  2.990833e-02 
 6.040997e-02  2.990833e-02 
 6.080766e-02  2.990833e-02 
 6.120536e-02  2.990833e-02 
 6.160305e-02  2.990833e-02 
 6.200075e-02  2.990833e-02 
 6.239844e-02  2.990833e-02 
 6.279614e-02  2.990833e-02 
 6.319384e-02  2.990833e-02 
 6.359153e-02  2.990833e-02 
 6.398923e-02  2.990833e-02 
 6.438692e-02  2.990833e-02 
 6.478462e-02  2.990833e-02 
 6.518231e-02  2.990833e-02 
 6.558001e-02  2.990833e-02 
 6.597770e-02  2.990833e-02 
 6.637540e-02  2.990833e-02 
 6.677310e-02  2.990833e-02 
 6.717079e-02  2.990833e-02 
 6.756849e-02  2.990833e-02 
 6.796618e-02  2.990833e-02 
 6.836388e-02  2.990833e-02 
 6.876157e-02  2.990833e-02 
 6.915927e-02  2.990833e-02 
 6.955697e-02  2.990833e-02 
 6.995466e-02  2.990833e-02 
 7.035236e-02  2.990833e-02 
 7.075005e-02  2.990833e-02 
 7.114775e-02  2.990833e-02 
 7.154544e-02  2.990833e-02 
 7.194314e-02  2.990833e-02 
 7.234083e-02  2.990833e-02 
 7.273853e-02  2.990833e-02 
 7.313623e-02  2.990833e-02 
 7.353392e-02  2.990833e-02 
 7.393162e-02  2.990833e-02 
 7.432931e-02  2.990833e-02 
 7.472701e-02  2.990833e-02 
 7.512470e-02  2.990833e-02 
 7.552240e-02  2.990833e-02 
 7.592010e-02  2.990833e-02 
 7.631779e-02  2.990833e-02 
 7.671549e-02  2.990833e-02 
 7.711318e-02  2.990833e-02 
 7.751088e-02  2.990833e-02 
 7.790857e-02  2.990833e-02 
 7.830627e-02  2.990833e-02 
 7.870396e-02  2.990833e-02 
 7.910166e-02  2.990833e-02 
 7.949936e-02  2.990833e-02 
 7.989705e-02  2.990833e-02 
 8.029475e-02  2.990833e-02 
 8.069244e-02  2.990833e-02 
 8.109014e-02  2.990833e-02 
 8.148783e-02  2.990833e-02 
 8.188553e-02  2.990833e-02 
 8.228323e-02  2.990833e-02 
 8.268092e-02  2.990833e-02 
 8.307862e-02  2.990833e-02 
 8.347631e-02  2.990833e-02 
 8.387401e-02  2.990833e-02 
 8.427170e-02  2.990833e-02 
 8.466940e-02  2.990833e-02 
 8.506709e-02  2.990833e-02 
 8.546479e-02  2.990833e-02 
 8.586249e-02  2.990833e-02 
 8.626018e-02  2.990833e-02 
 8.665788e-02  2.990833e-02 
 8.705557e-02  2.990833e-02 
 8.745327e-02  2.990833e-02 
 8.785096e-02  2.990833e-02 
 8.824866e-02  2.990833e-02 
 8.864636e-02  2.990833e-02 
 8.904405e-02  2.990833e-02 
 8.944175e-02  2.990833e-02 
